feature-id	age	age_units	anonymized_name	body_habitat	body_product	body_site	cage_location	cage_number	collection_timestamp	description	diet	dna_extracted	dob	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	expected_duration	exposure_start	exposure_type	genotype	geo_loc_name	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	life_stage	longitude	mouse_number	physical_specimen_location	physical_specimen_remaining	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	sex	taxon_id	title	weekly_cage_food_consumption	weight	weight_units	org_index
10422.26.F.3	11.0	weeks	26-F-3	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-02-23 10:00	feces mouse 26 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 26	10090	32.842	Adult	-117.258	26	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	92.1	25.4	g	10422.26.F.3
10422.28.F.8	13.5	weeks	28-F-8	UBERON:feces	UBERON:feces	UBERON:feces	On counter	7	2016-03-11 10:00	feces mouse 28 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	Air	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 28	10090	32.842	Adult	-117.258	28	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	27.4	g	10422.28.F.8
10422.22.F.13	16.0	weeks	22-F-13	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-29 10:00	final feces mouse 22 collection 13 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	84.5	26.0	g	10422.22.F.13
10422.22.F.7	13.0	weeks	22-F-7	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-08 10:00	feces mouse 22 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	79.1	24.0	g	10422.22.F.7
10422.18.F.5	12.0	weeks	18-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-01 10:00	feces mouse 18 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 18	10090	32.842	Adult	-117.258	18	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.4	25.8	g	10422.18.F.5
10422.24.F.13	16.0	weeks	24-F-13	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-29 10:00	final feces mouse 24 collection 13 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 24	10090	32.842	Adult	-117.258	24	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	84.5	29.1	g	10422.24.F.13
10422.23.F.5	12.0	weeks	23-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-01 10:00	feces mouse 23 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 23	10090	32.842	Adult	-117.258	23	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	80.2	23.9	g	10422.23.F.5
10422.18.F.9	14.0	weeks	18-F-9	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-15 10:00	feces mouse 18 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 18	10090	32.842	Adult	-117.258	18	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	73.2	26.4	g	10422.18.F.9
10422.23.F.13	16.0	weeks	23-F-13	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-29 10:00	final feces mouse 23 collection 13 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 23	10090	32.842	Adult	-117.258	23	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	84.5	26.6	g	10422.23.F.13
10422.22.F.2	10.5	weeks	22-F-2	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-02-19 10:00	feces mouse 22 collection 2 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	22.1	g	10422.22.F.2
10422.17.F.8	13.5	weeks	17-F-8	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-11 10:00	feces mouse 17 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 17	10090	32.842	Adult	-117.258	17	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	24.8	g	10422.17.F.8
10422.22.F.12	15.5	weeks	22-F-12	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-25 10:00	feces mouse 22 collection 12 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.2	g	10422.22.F.12
10422.21.F.9	14.0	weeks	21-F-9	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-15 10:00	feces mouse 21 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 21	10090	32.842	Adult	-117.258	21	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	80.9	27.0	g	10422.21.F.9
10422.23.F.12	15.5	weeks	23-F-12	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-25 10:00	feces mouse 23 collection 12 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 23	10090	32.842	Adult	-117.258	23	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.9	g	10422.23.F.12
10422.20.F.5	12.0	weeks	20-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-01 10:00	feces mouse 20 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 20	10090	32.842	Adult	-117.258	20	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.4	25.8	g	10422.20.F.5
10422.24.F.8	13.5	weeks	24-F-8	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-11 10:00	feces mouse 24 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 24	10090	32.842	Adult	-117.258	24	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	28.1	g	10422.24.F.8
10422.23.F.8	13.5	weeks	23-F-8	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-11 10:00	feces mouse 23 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 23	10090	32.842	Adult	-117.258	23	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	25.5	g	10422.23.F.8
10422.24.F.5	12.0	weeks	24-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-01 10:00	feces mouse 24 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 24	10090	32.842	Adult	-117.258	24	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	80.2	26.9	g	10422.24.F.5
10422.19.F.13	16.0	weeks	19-F-13	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-29 10:00	final feces mouse 19 collection 13 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 19	10090	32.842	Adult	-117.258	19	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.7	28.4	g	10422.19.F.13
10422.18.F.3	11.0	weeks	18-F-3	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-02-23 10:00	feces mouse 18 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 18	10090	32.842	Adult	-117.258	18	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	105.7	26.8	g	10422.18.F.3
10422.19.F.9	14.0	weeks	19-F-9	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-15 10:00	feces mouse 19 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 19	10090	32.842	Adult	-117.258	19	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	73.2	27.1	g	10422.19.F.9
10422.23.F.9	14.0	weeks	23-F-9	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-15 10:00	feces mouse 23 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 23	10090	32.842	Adult	-117.258	23	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	80.9	25.5	g	10422.23.F.9
10422.21.F.4	11.5	weeks	21-F-4	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-02-26 10:00	feces mouse 21 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 21	10090	32.842	Adult	-117.258	21	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.0	g	10422.21.F.4
10422.18.F.12	15.5	weeks	18-F-12	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-25 10:00	feces mouse 18 collection 12 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 18	10090	32.842	Adult	-117.258	18	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	27.0	g	10422.18.F.12
10422.20.F.13	16.0	weeks	20-F-13	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-29 10:00	final feces mouse 20 collection 13 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 20	10090	32.842	Adult	-117.258	20	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.7	26.8	g	10422.20.F.13
10422.20.F.12	15.5	weeks	20-F-12	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-25 10:00	feces mouse 20 collection 12 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 20	10090	32.842	Adult	-117.258	20	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.7	g	10422.20.F.12
10422.20.F.7	13.0	weeks	20-F-7	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-08 10:00	feces mouse 20 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 20	10090	32.842	Adult	-117.258	20	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	65.4	25.1	g	10422.20.F.7
10422.17.F.10	14.5	weeks	17-F-10	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-18 10:00	feces mouse 17 collection 10 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 17	10090	32.842	Adult	-117.258	17	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	25.6	g	10422.17.F.10
10422.19.F.5	12.0	weeks	19-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-01 10:00	feces mouse 19 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 19	10090	32.842	Adult	-117.258	19	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.4	25.9	g	10422.19.F.5
10422.17.F.11	15.0	weeks	17-F-11	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-22 10:00	feces mouse 17 collection 11 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 17	10090	32.842	Adult	-117.258	17	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.8	25.2	g	10422.17.F.11
10422.19.F.10	14.5	weeks	19-F-10	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-18 10:00	feces mouse 19 collection 10 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 19	10090	32.842	Adult	-117.258	19	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	28.0	g	10422.19.F.10
10422.17.F.4	11.5	weeks	17-F-4	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-02-26 10:00	feces mouse 17 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 17	10090	32.842	Adult	-117.258	17	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	24.0	g	10422.17.F.4
10422.18.F.4	11.5	weeks	18-F-4	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-02-26 10:00	feces mouse 18 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 18	10090	32.842	Adult	-117.258	18	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.0	g	10422.18.F.4
10422.17.F.5	12.0	weeks	17-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-01 10:00	feces mouse 17 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 17	10090	32.842	Adult	-117.258	17	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	71.4	24.3	g	10422.17.F.5
10422.23.F.3	11.0	weeks	23-F-3	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-02-23 10:00	feces mouse 23 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 23	10090	32.842	Adult	-117.258	23	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	109.5	24.0	g	10422.23.F.3
10422.21.F.7	13.0	weeks	21-F-7	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-08 10:00	feces mouse 21 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 21	10090	32.842	Adult	-117.258	21	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	79.1	26.9	g	10422.21.F.7
10422.24.F.9	14.0	weeks	24-F-9	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-15 10:00	feces mouse 24 collection 9 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 24	10090	32.842	Adult	-117.258	24	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	80.9	27.7	g	10422.24.F.9
10422.22.F.6	12.5	weeks	22-F-6	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-04 10:00	feces mouse 22 collection 6 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	23.6	g	10422.22.F.6
10422.22.F.5	12.0	weeks	22-F-5	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-01 10:00	feces mouse 22 collection 5 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	80.2	23.0	g	10422.22.F.5
10422.23.F.4	11.5	weeks	23-F-4	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-02-26 10:00	feces mouse 23 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 23	10090	32.842	Adult	-117.258	23	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	24.4	g	10422.23.F.4
10422.19.F.7	13.0	weeks	19-F-7	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-08 10:00	feces mouse 19 collection 7 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 19	10090	32.842	Adult	-117.258	19	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	65.4	26.2	g	10422.19.F.7
10422.22.F.3	11.0	weeks	22-F-3	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-02-23 10:00	feces mouse 22 collection 3 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 22	10090	32.842	Adult	-117.258	22	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	109.5	22.9	g	10422.22.F.3
10422.24.F.4	11.5	weeks	24-F-4	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-02-26 10:00	feces mouse 24 collection 4 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 24	10090	32.842	Adult	-117.258	24	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.8	g	10422.24.F.4
10422.21.F.8	13.5	weeks	21-F-8	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-11 10:00	feces mouse 21 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 21	10090	32.842	Adult	-117.258	21	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	27.0	g	10422.21.F.8
10422.18.F.8	13.5	weeks	18-F-8	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	5	2016-03-11 10:00	feces mouse 18 collection 8 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 18	10090	32.842	Adult	-117.258	18	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	26.3	g	10422.18.F.8
10422.21.F.12	15.5	weeks	21-F-12	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-25 10:00	feces mouse 21 collection 12 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 21	10090	32.842	Adult	-117.258	21	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	28.4	g	10422.21.F.12
10422.21.F.10	14.5	weeks	21-F-10	UBERON:feces	UBERON:feces	UBERON:feces	In chamber	6	2016-03-18 10:00	feces mouse 21 collection 10 of 13	HFD	True	12/8/16	193	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	6 weeks	2/16/16	IHH	LDLR knockout	USA:CA:San Diego	mouse	Mus musculus	Mouse 21	10090	32.842	Adult	-117.258	21	UCSD LBR -80 freezer	True	Host-associated	Animal	Animal distal gut	10422	stool	mouse gut metagenome	male	410661	OSA	Missing: Not provided	28.3	g	10422.21.F.10
